设置,选项名称,值
选手信息,nick,w0nderful
选手信息,Name,Ihor Zhdanov
选手信息,Birthday,"December 14, 2004"
选手信息,Country,Ukraine
选手信息,Team,Natus Vincere
鼠标,model,Logitech G Pro X Superlight 2 White
鼠标,DPI,400
鼠标,Sensitivity,3.09
鼠标,eDPI,1236
鼠标,Zoom Sensitivity,1
鼠标,Hz,2000
鼠标,Windows Sensitivity,6
准星设置,Drawoutline,0
准星设置,Color,4
准星设置,Blue,255
准星设置,Green,255
准星设置,Red,255
准星设置,Dot,1
准星设置,Gap,-1
准星设置,Size,1
准星设置,Style,5
准星设置,Thickness,0
准星设置,Sniper Width,1
持枪 视角,FOV,68
持枪 视角,Offset X,2.5
持枪 视角,Offset Y,0
持枪 视角,Offset Z,-1.5
持枪 视角,Presetpos,3
视频设置,Resolution,1280x960
视频设置,Aspect Ratio,4:3
视频设置,Scaling Mode,Stretched
视频设置,Brightness,77%
视频设置,Display Mode,Fullscreen
视频设置,Boost Player Contrast,Enabled
视频设置,Wait for Vertical Sync,Disabled
视频设置,Multisampling Anti-Aliasing Mode,8x MSAA
视频设置,Global Shadow Quality,High
视频设置,Model / Texture Detail,Low
视频设置,Texture Filtering Mode,Bilinear
视频设置,Shader Detail,Low
视频设置,Particle Detail,Low
视频设置,Ambient Occlusion,Disabled
视频设置,High Dynamic Range,Quality
视频设置,FidelityFX Super Resolution,Disabled (Highest Quality)
视频设置,NVIDIA Reflex Low Latency,Disabled
界面 大小,HUD Scale,0.833
界面 大小,HUD Color,Bright White
雷达,Radar Centers The Player,Yes
雷达,Radar is Rotating,Yes
雷达,Toggle Shape With Scoreboard,Yes
雷达,Radar Hud Size,0.83
雷达,Radar Map Zoom,0.5
展示皮肤,skins,"['★ Butterfly Knife | Crimson Web (Field-Tested)', '★ Specialist Gloves | Crimson Kimono (Well-Worn)', 'StatTrak™ M4A1-S | Nightmare (Field-Tested)', 'StatTrak™ AK-47 | Asiimov (Field-Tested)', 'AWP | Graphite (Factory New)', 'Glock-18 | Gamma Doppler Phase 2 (Factory New)', 'USP-S | Kill Confirmed (Field-Tested)', 'Desert Eagle | Printstream (Field-Tested)']"
外设,Monitor,ZOWIE XL2566K
外设,Mouse,Logitech G Pro X Superlight 2 White
外设,Keyboard,Logitech G Pro X TKL Keyboard White
外设,Headset,Logitech G PRO X 2 Headset White
外设,Mousepad,Hator Tonn Evo Limited Edition
显示器设置,DyAc,Off
显示器设置,Black eQualizer,15
显示器设置,Color Vibrance,12
显示器设置,Low Blue Light,0
显示器设置,Picture Mode,Standard
显示器设置,Brightness,80
显示器设置,Contrast,60
显示器设置,Sharpness,10
显示器设置,Gamma,Gamma 2
显示器设置,Color Temperature,Normal
显示器设置,AMA,High
